Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,136.47999572753906,137.42999267578125,136.47999572753906,136.77000427246094,135.83578491210938,856900
2022-01-03,136.52999877929688,136.6999969482422,133.17999267578125,133.9499969482422,133.03504943847656,1792000
2022-01-04,134.22000122070312,134.80999755859375,132.6300048828125,134.07000732421875,133.15423583984375,1857200
2022-01-05,134.3300018310547,134.83999633789062,132.3000030517578,132.38999938964844,131.48570251464844,1846800
2022-01-06,132.66000366210938,133.41000366210938,131.38999938964844,133.16000366210938,132.2504425048828,2205700
2022-01-07,133.24000549316406,133.8300018310547,131.5399932861328,133.25,132.33982849121094,1962200
2022-01-10,132.25999450683594,132.72999572753906,130.4499969482422,131.5,130.60177612304688,2510200
2022-01-11,131.52999877929688,132.05999755859375,129.2899932861328,131.9499969482422,131.0487060546875,2479700
2022-01-12,132.22999572753906,133.89999389648438,132.00999450683594,133.47999572753906,132.56825256347656,2156300
2022-01-13,133.8800048828125,134.11000061035156,129.22999572753906,129.55999755859375,128.67501831054688,1893800
2022-01-14,128.5800018310547,128.63999938964844,125.62999725341797,126.5999984741211,125.73524475097656,3628600
2022-01-18,125.55999755859375,127.01000213623047,124.26000213623047,126.37999725341797,125.5167465209961,3195400
2022-01-19,126.87000274658203,128.30999755859375,125.80999755859375,125.80999755859375,124.95063781738281,2549700
2022-01-20,126.4800033569336,128.02999877929688,125.86000061035156,126.12000274658203,125.25852966308594,2744800
2022-01-21,126.19999694824219,127.44000244140625,125.4000015258789,125.63999938964844,124.78180694580078,4442300
2022-01-24,123.5999984741211,125.94999694824219,121.12999725341797,125.31999969482422,124.46399688720703,4011800
2022-01-25,123.7300033569336,124.94999694824219,121.7300033569336,123.94999694824219,123.10334777832031,3164500
2022-01-26,125.33999633789062,125.75,120.97000122070312,122.1500015258789,121.3156509399414,3084000
2022-01-27,123.41999816894531,125.20999908447266,121.52999877929688,122.4000015258789,121.56393432617188,3255200
2022-01-28,122.45999908447266,124.54000091552734,120.58000183105469,124.3499984741211,123.50061798095703,3736100
2022-01-31,124.55999755859375,126.88999938964844,124.41999816894531,126.66000366210938,125.79483795166016,3022900
2022-02-01,127.04000091552734,127.33000183105469,125.29000091552734,127.04000091552734,126.17224884033203,2355200
2022-02-02,126.79000091552734,129.1999969482422,126.61000061035156,129.02999877929688,128.14865112304688,2584600
2022-02-03,127.2699966430664,128.5800018310547,125.66000366210938,127.88999938964844,127.01644134521484,2919700
2022-02-04,127.44000244140625,130.75999450683594,126.9800033569336,129.75999450683594,128.8736572265625,4300100
2022-02-07,129.7899932861328,130.0,127.30000305175781,127.68000030517578,126.80786895751953,1795300
2022-02-08,127.01000213623047,128.0800018310547,124.51000213623047,127.58999633789062,126.7184829711914,3400300
2022-02-09,129.00999450683594,130.6999969482422,128.83999633789062,129.0500030517578,128.16851806640625,2172900
2022-02-10,127.0,128.64999389648438,126.27999877929688,126.72000122070312,125.85443115234375,2670100
2022-02-11,126.62000274658203,127.45999908447266,124.9000015258789,125.93000030517578,125.06982421875,3018400
2022-02-14,125.87000274658203,126.62999725341797,123.93000030517578,124.83999633789062,123.98726654052734,2736200
2022-02-15,126.5,127.06999969482422,124.7699966430664,125.22000122070312,124.36467742919922,2252100
2022-02-16,124.5999984741211,126.56999969482422,124.30999755859375,125.72000122070312,124.86126708984375,2600300
2022-02-17,124.91999816894531,125.06999969482422,123.0999984741211,123.25,122.40813446044922,3017100
2022-02-18,123.54000091552734,124.19000244140625,122.11000061035156,122.87000274658203,122.03073120117188,2332100
2022-02-22,122.87000274658203,123.86000061035156,122.45999908447266,123.12000274658203,122.27902221679688,2513500
2022-02-23,123.3499984741211,126.12000274658203,123.2300033569336,123.69000244140625,122.84513092041016,4009000
2022-02-24,120.94999694824219,128.07000732421875,120.9000015258789,127.91999816894531,127.04623413085938,5109200
2022-02-25,127.75,128.80999755859375,126.36000061035156,128.47000122070312,127.59248352050781,3997400
2022-02-28,126.41999816894531,128.77000427246094,126.41999816894531,128.1199951171875,127.24486541748047,3358100
2022-03-01,128.16000366210938,129.10000610351562,127.02999877929688,127.75,126.87739562988281,3858300
2022-03-02,129.4199981689453,130.69000244140625,128.49000549316406,129.9499969482422,129.06236267089844,2463300
2022-03-03,130.49000549316406,132.72000122070312,130.25999450683594,131.39999389648438,130.50245666503906,2894100
2022-03-04,130.9499969482422,135.86000061035156,130.25999450683594,135.6999969482422,134.77308654785156,4346200
2022-03-07,135.9199981689453,137.22999572753906,132.3300018310547,132.38999938964844,131.48570251464844,5369400
2022-03-08,131.0,131.1699981689453,124.61000061035156,124.66999816894531,123.81842803955078,5014700
2022-03-09,126.30000305175781,129.38999938964844,124.63999938964844,128.77999877929688,127.90035247802734,3240800
2022-03-10,126.5999984741211,129.67999267578125,126.5999984741211,129.55999755859375,128.67501831054688,3456100
2022-03-11,129.32000732421875,129.9199981689453,126.19000244140625,126.36000061035156,125.49688720703125,2582100
2022-03-14,126.58000183105469,128.42999267578125,125.58000183105469,126.22000122070312,125.35784912109375,2560700
2022-03-15,127.63999938964844,130.61000061035156,127.01000213623047,130.25999450683594,129.3702392578125,2567200
2022-03-16,130.44000244140625,131.83999633789062,129.1199951171875,131.6199951171875,131.10340881347656,2430200
2022-03-17,131.4600067138672,133.61000061035156,131.4600067138672,133.60000610351562,133.07565307617188,2077500
2022-03-18,134.02999877929688,137.39999389648438,134.0,136.89999389648438,136.36268615722656,3078300
2022-03-21,136.25,137.2100067138672,135.25,135.97000122070312,135.43634033203125,1774800
2022-03-22,135.89999389648438,136.91000366210938,135.6199951171875,136.39999389648438,135.86465454101562,1967000
2022-03-23,136.0,136.0399932861328,134.69000244140625,134.89999389648438,134.37054443359375,2302200
2022-03-24,135.47999572753906,135.64999389648438,134.07000732421875,135.08999633789062,134.55979919433594,2553300
2022-03-25,135.6199951171875,135.8800048828125,134.50999450683594,135.25999450683594,134.7291259765625,2159900
2022-03-28,135.1699981689453,135.60000610351562,134.7100067138672,135.17999267578125,134.64944458007812,1798200
2022-03-29,135.27999877929688,135.49000549316406,131.47999572753906,132.64999389648438,132.12936401367188,2520300
2022-03-30,132.64999389648438,134.69000244140625,132.64999389648438,134.35000610351562,133.8227081298828,1861900
2022-03-31,134.27000427246094,136.0399932861328,132.11000061035156,132.1199951171875,131.60145568847656,3263500
2022-04-01,132.1300048828125,133.0500030517578,131.50999450683594,132.6999969482422,132.17918395996094,1731200
2022-04-04,132.6999969482422,132.92999267578125,130.0399932861328,130.6199951171875,130.1073455810547,1687700
2022-04-05,130.75,133.52000427246094,130.02000427246094,130.52999877929688,130.0177001953125,2174800
2022-04-06,129.75999450683594,130.4199981689453,128.3699951171875,129.1300048828125,128.62319946289062,3364700
2022-04-07,129.11000061035156,130.3800048828125,128.10000610351562,129.8800048828125,129.37025451660156,3611800
2022-04-08,130.41000366210938,132.3000030517578,129.67999267578125,129.88999938964844,129.3802032470703,5297000
2022-04-11,129.49000549316406,129.7899932861328,126.72000122070312,128.10000610351562,127.59724426269531,4007700
